,评论内容
1590,事已至此，别拿保护隐私当借口了，一个花季少年莫名其妙的自杀，不管是家长学校教育问题还是校园欺凌，感情问题。网友都有知情权，需要找出罪魁祸首。现在生活这么好，一个家庭条件不错的孩子怎么可能自杀？
1591,监控出来了，你信了吧
1592,在学校里出了事，他首先做的肯定是想尽一切办法推脱责任，毕竟人命关天嘛，他担当不起，这事儿闹了这么大，我感觉这校方的后台还是蛮大的
1593,整个成都都在包庇它哦。一个算不上好学校的成都49中…
1594,成都49中，母亲节的噩耗，为什么要让学生们禁声，监控到底拍到了什么，一切等待最终的结果
1595,生命中无法承受之痛……
1596,我们普通人能干嘛？抵制这个垃圾学校！
1597,这事儿重点都变了，能怎么办？林唯麒走好
1598,成都49中热搜居然没了  压的真快 哎 真失望 家属政府学校也不管了 既然家属知道真相了也不出来交代 也不发声 真的拿公众当枪使吗 把公众情绪点燃就撒手不管了？家属微博被炸号 可是人没有啊 怕被网暴？但不要忘了是谁发起的公众求助事件 是要人公众心寒吗 以后谁还敢声援
1599,到现在没人同学出来说一句话，没有知情人说一句话，全程只有学校，网友以及母亲，母亲不发言，留下网友一堆的问号。选择掩盖肯定有原因，为什么不能光明正大，
1600,zl，你放出来的评论可都太明显倾向性了哈
1601,校方➕ 教育局➕ 公安➕ 市政府一个也跑不了等着你们领导调动上墙的消息。
1602,回复@楚家楚阳:知乎匿名，我一直默认是1450
1603,回复@楚家楚阳:小学生？
1604,做出一个猜测，有可能死者在生前录像里有与同学或者其他同志的聊天谈话，谈话可能不影响自杀的结果，家长可能在了解真相后选择不再追究，不影响别人的正常生活 欢迎辩论 别冲我
1605,不信谣不传谣，只信警方通报
1606,老师，学校，教育局，公安局，都是一家，搞什么搞
1607,监控父母看过，父亲还在学校里谈了好几个小时，遗体家属也见了，不能碰触。
1608,父母无家属对调查结论无异议？
1609,《隐秘的角落》里藏了多少《沉默的真相》。到底是道德的沦丧，还是人性的扭曲！！！我们所相信的难道都会成为黑恶的保护伞吗……给个真相很难吗？
1610,严查
1611,小心半夜鬼敲门
1612,期待来个案情还原
1613,来自恨国党的微笑
1614,就这点出息搞自己人，有本事搞洋学生
1615,不放监控 无法信服
1616,颜色革命已经在行动，那些拿花的赶紧查
1617,转发微博
1618,学校凭什么火化遗体，不是应该交给家属处理吗
1619,喔喔，那就好
1620,没有火化，，，你是不是没认真看新闻？
1621,渣浪你要点脸，不要因为流量这么无下限 报道请实事求是，很多人都是只看标题就自己意淫出一步大剧了
1622,如果美国发生这种事情，CCTV肯定24小时追踪播出
1623,不是发一个通告就要家属民众来接受，正面回应质疑声，实时公布证据及进展是应该做到的
1624,痛心
1625,父母想要的并不是很多，教育局态度让大家觉得愤怒😡17岁的鲜活的生命
1626,这是什么细节？
1627,煽动性标题。
1628,求求校方给人家母亲一个交代
1629,繁荣娼盛，伪大复兴
1630,新浪天天在这带什么节奏，我们相信政府和公安机关会给出准确且真实的答复。
1631,既然说有看监控那完整监控发出来一切真相大白就完事儿搞那么多申明通告有什么用不买账
1632,以后真相不需要考虑什么隐私了，毕竟不是普通的案件，也不要考虑什么死者为大。真相就是冷冰冰的事实，没必要美化煽情。
1633,别的不说，孩子出了事这学校的应对方式就很曹丹
1634,不要捂盖子
1635,公共场合里的监控不能放网上？？？没明白。一直说家长看了监控，什么没异义。刚开始说监控坏了，现在又说看了监控。
1636,看到现在的剧情发展，让我想起了电影九品芝麻官，重温这部喜剧再也笑不出声
1637,那三亿分给新浪多少？
1638,哈哈
1639,。
1640,感觉群众被当猴耍似的
1641,一把加特林突突死他们，别问为什么，都是被逼得
1642,所有有关的内容全被删了，我前几天评论过的东西全没了，既然是境外势力带了节奏，我们自己内部怕什么？为什么要删掉相关内容？
1643,老美给男孩推下去的就得了呗，还整些别的没用的
1644,回复@华粤槎:就这么说吧，这件事就是校方和警方要担责，没把事情处理好，没及时处理家属的情绪和疑点，被敌人利用，这是没办法的，敌人在暗本就是伺机而动，一开始处理好就没那么多事
1645,我谁也不信，只信监控！
1646,必须严查，否则人人自危，学校到底是啥地方，莫名死了都没个真相，今天这件事唬弄过去，明天难保不会发生在你身上
1647,大家还记得前美国驻成都总领馆丫头庄祖宜吗？没错，这个昨天晚上去成都49中聚集的郑思斯 ，就是庄祖宜的好友。很迷惑，死者家属多么伤心难过啊！郑思斯小姐们，为什么在现场笑得那么开心，那么灿烂？有一点人性吗？郑思斯小姐们，是真的同情死者母亲吗？
1648,果然是渣渣  这种热度都要蹭
1649,负责任的媒体不应该带节奏
1650,心疼这位母亲，逝者安息🙏此事真的疑点重重，还需考证，别被境外势力居心叵测的人借此事扰乱中国。
1651,家属无异议
1652,有人利用这个事件煽动群众搞对立
1653,我记得不是警方公布的，是教育局公布
1654,亲妈无异议，吃瓜妈妈有异议！
1655,回复@Junl的微博:亲妈的确已经无异议，但是是不是被迫无异议就不清楚了。反正吃瓜到此结束。个人认为，没有那么严重，也不那么复杂，总之有人想掩饰，但是已经成迷案了。将来不知道有没有可能有翻盘机会再次出现在公众面前。但是经过这一件事，公众明白了，以后不会再有那么多正义的人了。这个整个事情社会是悲剧的
1656,真相呢
1657,渣浪也出来了？
1658,这位母亲得多心痛多无助。。
1659,难受😣
1660,学校处理水平不行
1661,请开始你的表演
1662,我们只想知道真相，不管真相是什么
1663,j
1664,s
1665,勾沟捂盖，比比皆是
1666,谜团太多，希望政府给一个真正的调查报告。让孩子一路走好。
1667,快快查清
1668,事情关注点已经被带偏了，呵呵~要一个详细的公告，你就是“间谍”
1669,新闻要有新闻的样子，新闻不是花边和小道，基本的事实不能臆测
1670,新浪终于开始造谣了
1671,大家能不能不要吵了？怪这个怪那个有用吗？要怪就怪当事人没有提前录好视频，这样大家就知道真相了，就不会给谁会添乱了。
1672,转发微博
1673,就算是自杀，也要严惩校领导，
1674,涉及自杀，当初学校就开始应该谈赔偿金的问题，可是好像都没有提及赔偿事件，总之呢，真相是啥，恐怕在校生也没有人会知道，黑暗的只有校方知道。
1675,说了实话，不让高考 ！如果是真的 那就太可怕了
1676,对妈妈太残忍了
1677,问题是疑点重重  众说纷纭  所以要有有利的证据！
1678,还是把监控公布了。
1679,痛心，希望这位母亲挺住！
1680,回复@北乔馨:可能被威胁了吧，别人家势力大。。。
1681,但凡是有点公信力，都不至于被随便带节奏跑偏。
1682,求看全部视监控视频！
1683,着实伤痛！
1684,“我看到了，我想高考” 让孩子们怎么办。
1685,新浪要点脸，人家账号呢？？
1686,不管什么带不带节奏，监控给出来
1687,如果能给出有效直接的证据 所有的怀疑都会不攻自破
1688,笑死人，新浪也分了3亿？当事人母亲都认定的事情你们觉得是假的。原来你们才是死者本人啊，失敬失敬
1689,所以现在到底是个啥情况
1690,现在的年轻人都怎么了。死的勇气都有，为什么没有活下去的勇气呢。
1691,所有的疑点都解开了，现在不信的是你们这波觉得事情不够大，热点不够持续，热度不够高的媒体人
1692,看来别人要搞颜色革命是有“群众”基础的，
1693,渣浪绝对牛批，平时不温不火，关键时候就要命，@紫光阁 @共青团中央 @阿勒泰公安在线
1694,每天都有学生跳楼，不是每天一个，是每天几十个，每一起，难道家长自己就没有错吗？看热闹的不嫌费口水，三亿已到位，看看学校门口那些闹事的，完全是有组织的，看看微博里那些回复，很多都是在带节奏，高喊“我们要真相，官逼民反，政府失去公信力”，好多无知善良的网民都被带偏了。
1695,悲哀
1696,中央巡视组好像正好在成都
1697,查清原因
1698,人间爱茫茫，为何走的慌，少男十六载，母在痛中望，何时见真相…
1699,你要相信，真相迟早要大白于天下，你不让高考的那些孩子，总有一天会说出真相的……校领导，请你们做个人，不能为了自己的乌纱帽，丧尽天良……
1700,学校不第一时间让父母进学校看孩子！两个小时才叫救护车才通知父母！还不让父母进学校，这是为什么？为什么没有出来解释这些问题？
1701,就这？ 咋着校长不出来回应呢  这位知情人有公信力吗 ？？？
